trunkId, day1, day2, day3, day4, day5,
1814,0,0,2,11,11,
1128,0,0,6,0,6,
757,0,0,2,0,0,
665,0,0,3,0,0,
871,0,0,5,12,16,
695,0,0,3,3,0,
443,0,0,4,0,11,
98,0,0,42,0,2,
1484,0,0,3,0,0,
1514,0,0,3,0,0,
324,0,0,5,0,0,
1898,0,0,4,0,0,
766,0,0,9,0,7,
726,0,0,7,0,0,
2245,0,0,10,2,0,
1892,0,0,13,2,0,
280,0,0,4,7,7,
1560,0,0,4,0,0,
172,0,0,10,0,4,
2453,0,0,7,0,0,
1770,0,0,4,46,7,
1483,0,0,5,0,0,
484,0,0,4,0,0,
2168,0,0,5,0,0,
906,0,0,12,3,7,
448,0,0,2,0,0,
1889,0,0,2,0,0,
972,0,0,6,30,0,
1920,0,0,3,0,0,
2888,0,0,26,28,26,
1398,0,0,3,31,0,
1107,0,0,26,0,0,
1488,0,0,6,3,0,
1336,0,0,3,0,0,
1358,0,0,5,0,0,
5,0,0,16,0,0,
1027,0,0,8,0,8,
697,0,0,3,0,0,
1084,0,0,4,16,0,
4842,0,0,37,0,0,
696,0,0,13,6,20,
1831,0,0,6,4,6,
494,0,0,6,0,8,
