"_id",trunkId,loadedFor,startIteration,wtCost,generation,endIteration,key,isLeaf,totalBranches,time,maxCost,costProb,maxTime,timeProb
60892b88a2b58403ecce3fd6,2054,4,35,145,0,39,2054-35,true,0,5,145,1,5,1
60892b88a2b58403ecce3fd7,672,5,39,146,0,39,672-39,false,0,1,146,1,1,1
60892b88a2b58403ecce3fd8,2512,3,39,65,0,39,2512-39,true,0,1,65,1,1,1
60892b88a2b58403ecce3fd9,2580,2,38,395,0,39,2580-38,false,0,2,395,1,2,1
60892b88a2b58403ecce3fda,355,2,39,60,0,39,355-39,true,0,1,60,1,1,1
60892b88a2b58403ecce3fdb,939,2,39,402,0,39,939-39,false,0,1,402,1,1,1
60892b88a2b58403ecce3fdc,1227,9,27,8600,0,40,1227-27,false,0,14,8600,1,14,1
60892b88a2b58403ecce3fdd,1642,6,34,294,0,40,1642-34,false,0,7,294,1,7,1
60892b88a2b58403ecce3fde,1917,9,31,579,0,40,1917-31,true,0,10,579,1,10,1
60892b88a2b58403ecce3fdf,2477,6,29,694,0,40,2477-29,true,0,12,694,1,12,1
60892b88a2b58403ecce3fe0,71,11,40,237,1,40,71-40,false,0,1,237,0.6155844155844156,2,0.6666666666666666
60892b88a2b58403ecce3fe1,2209,3,32,429,0,40,2209-32,true,0,9,429,1,9,1
60892b88a2b58403ecce3fe2,2436,9,38,153,0,40,2436-38,true,0,3,153,1,3,1
60892b88a2b58403ecce3fe3,2821,7,40,233,0,40,2821-40,true,0,1,233,1,1,1
60892b88a2b58403ecce3fe4,1020,4,40,261,1,40,1020-40,true,0,1,763,0.7451171875,9,0.9
60892b88a2b58403ecce3fe5,167,3,34,185,0,40,167-34,true,0,7,185,1,7,1
60892b88a2b58403ecce3fe6,1403,3,36,94,0,40,1403-36,true,0,5,94,1,5,1
60892b88a2b58403ecce3fe7,2724,3,37,80,1,40,2724-37,true,0,4,80,0.54421768707483,4,0.8
60892b88a2b58403ecce3fe8,1249,2,38,119,0,40,1249-38,true,0,3,119,1,3,1
60892b88a2b58403ecce3fe9,273,4,40,122,0,40,273-40,true,0,1,122,1,1,1
60892b88a2b58403ecce3fea,22,2,40,172,1,40,22-40,true,0,1,402,0.7003484320557491,1,0.5
60892b88a2b58403ecce3feb,257,2,40,262,0,40,257-40,true,0,1,262,1,1,1
60892b88a2b58403ecce3fec,654,2,40,69,0,40,654-40,true,0,1,69,1,1,1
60892b88a2b58403ecce3fed,1162,2,40,248,0,40,1162-40,true,0,1,248,1,1,1
60892b88a2b58403ecce3fee,365,13,40,702,1,41,365-40,false,0,2,1215,0.6338028169014085,12,0.8571428571428571
60892b88a2b58403ecce3fef,842,6,33,304,0,41,842-33,true,0,9,304,1,9,1
60892b88a2b58403ecce3ff0,140,9,36,472,1,41,140-36,true,0,6,1100,0.6997455470737913,6,0.5
60892b88a2b58403ecce3ff1,2290,2,38,287,1,41,2290-38,false,0,4,1009,0.7785493827160493,8,0.6666666666666666
